,VEHQ,BEDROOMQ,STATE,SAVACCTX,EARNCOMP,NEWID,AGE_REF,SWIMPOOL,HLFBATHQ,FINDRETX,INCLASS,SEX2,OCCUCOD1,OCCUCOD2,NO_EARNR,SECESTX,RACE2,REF_RACE,VEHQL,FAM_SIZE,SEX_REF,PERSLT18,POVLEVCY,BATHRMQ,AGE2,TOTEXPCQ,PERSOT64,INC_RANK,NUM_AUTO,TOTEXPPQ,REGION,Entertainment,Misc,Housing,housing,Neccessities,Type_home,Income,Transportation,Medical
114,1,3,4.0,0,4,2514015,41,,0,0,4,,13.0,,2,.,,1,0,4,1,1,25030,1,.,0.0,0,0.2093,1,5706.7001,4.0,128.0,80.0,1901.0,6.0,3538.0,9,38368.3001,2094.0,599.4
115,2,1,16.0,6,1,2514025,43,1.0,0,0,2,,3.0,,1,.,,1,0,1,1,0,12424,1,.,0.0,0,0.0493,1,4203.5,4.0,190.0,180.0,2694.0,5.0,1300.0,8,6509.5,900.0,60.0
116,0,3,17.0,0,1,2514035,41,,0,0,2,,13.0,,1,.,,1,0,2,2,1,16460,1,.,0.0,0,0.0668,0,2929.5001,2.0,0.0,178.0,1648.0,0.0,2210.0,11,12361.500100000001,0.0,81.0
117,4,5,,.,2,2514195,47,,1,0,9,1.0,1.0,1.0,2,.,1.0,1,0,3,2,1,19219,3,46,0.0,0,0.713,0,14001.5499,2.0,1096.0,585.0,4187.0,5.0,5850.0,1,155536.54989999998,9800.0,45.0
118,2,3,13.0,.,1,2514215,74,,2,0,9,2.0,1.0,,1,.,1.0,1,0,2,1,0,14430,1,72,0.0,2,0.93,1,18297.8426,3.0,462.0,240.0,3066.0,5.0,9633.0,1,302654.4426,11388.0,2386.4
119,2,3,55.0,5,1,2514235,38,,0,0,6,,11.0,,1,.,,1,0,4,1,3,24300,2,.,0.0,0,0.4075,0,10576.7501,2.0,148.0,802.0,3435.0,5.0,6250.0,9,71082.7501,3273.0,270.0
120,0,3,36.0,.,7,2514245,58,,1,0,5,1.0,,,2,.,2.0,2,0,4,2,0,24631,2,63,0.0,0,0.0221,0,4216.0999,1.0,0.0,367.0,2343.0,0.0,1826.0,1,2727.0999,585.0,0.0
121,1,2,17.0,.,8,2514285,68,,1,0,6,,,,0,.,,1,0,1,2,0,11452,1,.,0.0,1,0.2348,0,4733.7,2.0,0.0,180.0,2074.0,5.0,1660.0,1,21159.0,1410.0,724.7
122,0,3,26.0,.,2,2514305,33,,0,0,7,2.0,13.0,10.0,2,.,1.0,1,0,4,1,2,24219,2,35,0.0,0,.,0,6107.5499,2.0,207.0,0.0,909.0,0.0,2730.0,1,846.5499,2450.0,1930.0
123,2,2,51.0,0,4,2514325,44,1.0,0,0,9,,3.0,,2,.,,2,0,2,2,0,15989,2,.,0.0,0,0.9092,1,12732.2499,3.0,240.0,42.0,5217.0,5.0,1999.0,8,274601.2499,4636.0,145.0
124,2,4,24.0,146000,2,2514385,58,,0,44500,9,1.0,3.0,3.0,2,118000,1.0,6,0,2,2,0,15989,2,55,0.0,0,0.9948,0,39992.6926,3.0,10609.0,495.0,3896.0,5.0,14150.0,2,799000.6926,5638.0,957.0
125,1,.,4.0,.,8,2514395,43,,.,0,5,,,,0,.,,1,0,1,2,0,12424,.,.,0.0,0,.,1,5247.95,4.0,492.0,69.0,1056.25,0.0,1248.0,1,0.0,372.0,3099.7
126,0,3,42.0,0,1,2514445,41,,0,0,6,,7.0,,1,.,,2,1,3,2,2,19243,1,.,0.0,0,0.3659,0,9012.0,1.0,389.0,573.0,4133.0,6.0,3490.0,2,64612.0,3111.0,405.0
127,2,2,48.0,4103,4,2514475,23,,0,0,5,,8.0,,2,.,,1,0,2,2,0,15989,2,.,0.0,0,0.2338,2,5389.0001,3.0,108.0,345.0,2286.0,5.0,2506.0,9,40816.000100000005,3400.0,0.0
128,1,1,,27000,1,2514485,64,,0,0,4,,10.0,,1,.,,1,0,1,2,0,12424,1,.,0.0,0,0.191,1,4281.7499,2.0,410.0,344.0,1528.0,5.0,1902.0,8,19827.7499,1074.0,453.0
129,2,3,51.0,7800,2,2514515,37,,2,0,9,1.0,1.0,7.0,2,32500,1.0,1,0,4,2,2,24219,2,33,0.0,0,0.7889,1,46600.5001,3.0,18178.0,968.0,20141.0,5.0,8163.0,1,186140.5001,9437.0,595.0
130,1,4,53.0,1000,1,2514535,32,,1,0,9,,6.0,,1,.,,1,0,4,2,1,25030,2,.,0.0,2,0.6801,1,34496.2501,4.0,3094.0,571.0,13427.0,0.0,12969.0,1,137243.2501,2204.0,1252.0
131,1,2,42.0,.,1,2514575,30,,0,0,5,,10.0,,1,.,,1,0,3,2,2,19243,1,.,0.0,0,0.2316,1,5220.8499,1.0,225.0,507.0,3229.0,6.0,1622.0,8,38255.8499,837.0,33.0
132,2,4,45.0,.,8,2514585,80,,0,0,5,1.0,,,0,.,1.0,1,0,2,2,0,14430,2,82,0.0,2,.,1,8318.9,3.0,180.0,90.0,1949.0,5.0,2705.0,1,2518.0,900.0,3207.4
133,3,3,55.0,8800,3,2514595,49,,1,0,8,1.0,3.0,10.0,3,25000,1.0,1,0,4,2,0,24631,1,49,0.0,0,0.5562,1,10895.8501,2.0,922.0,345.0,4280.5,5.0,4535.0,1,96609.85010000001,2194.0,6.0
134,3,3,45.0,0,4,2514605,33,,0,0,8,,10.0,,2,.,,2,0,4,2,2,24219,2,.,0.0,0,0.6012,0,12703.1499,3.0,565.0,552.0,3757.0,5.0,2518.0,1,117108.14989999999,6460.0,535.0
135,1,1,16.0,0,1,2514615,67,1.0,0,0,7,,3.0,,1,170000,,1,0,1,2,0,11452,1,.,0.0,1,0.472,1,10013.7,4.0,550.0,0.0,2715.0,5.0,3819.0,8,79908.5,3724.0,577.7
136,3,4,45.0,0,6,2514645,43,,1,0,6,1.0,,15.0,2,.,1.0,1,0,4,2,1,25030,2,44,0.0,0,0.4109,1,11370.2999,3.0,198.0,682.0,3240.0,5.0,3977.0,1,71882.2999,13253.0,65.0
137,1,3,1.0,0,8,2514675,36,,0,0,5,,,,0,.,,2,0,5,2,4,28064,2,.,0.0,0,.,0,9099.0,3.0,22.0,285.0,2280.0,5.0,7220.0,1,0.0,8052.0,0.0
138,6,4,48.0,0,3,2514705,44,1.0,0,0,9,1.0,2.0,1.0,3,.,1.0,1,0,4,2,2,24219,3,47,0.0,0,0.8344,0,45912.5002,3.0,925.0,646.0,5209.0,5.0,5395.0,1,215227.7502,27705.0,2941.0
139,1,2,12.0,0,1,2514715,53,,0,0,3,,9.0,,1,.,,1,0,1,1,0,12424,1,.,0.0,0,0.0863,1,4045.2499,3.0,54.0,0.0,1587.0,6.0,666.0,1,17947.2499,2074.0,107.0
140,2,3,26.0,0,4,2514725,23,,1,0,8,,8.0,,2,.,,1,0,2,1,0,15989,1,.,0.0,0,0.6721,2,7887.5001,2.0,95.0,120.0,3118.0,6.0,2090.0,1,138715.5001,2946.0,418.0
141,1,2,25.0,.,8,2514735,73,,1,0,8,2.0,,,0,.,1.0,1,0,2,1,0,14430,1,66,0.0,2,0.5497,1,11675.65,1.0,219.0,291.0,5808.0,6.0,4103.0,8,51303.0,2495.0,1813.4
142,1,4,29.0,0,1,2514755,57,,0,0,6,,10.0,,1,.,,1,0,1,2,0,12424,3,.,0.0,0,0.4299,0,5613.5001,2.0,873.0,156.0,2082.0,5.0,1890.0,1,73669.5001,1226.0,195.0
143,2,2,12.0,0,4,2514775,73,1.0,1,0,9,,6.0,,2,.,,1,0,2,1,0,14430,3,.,0.0,1,0.9943,1,37873.3425,3.0,3697.0,105.0,11114.0,5.0,5360.0,7,773560.9425,4663.0,4184.4
144,4,3,41.0,.,8,2514805,65,,1,0,7,2.0,,,0,.,1.0,1,0,2,1,0,14430,2,63,0.0,1,0.4437,1,15885.7,4.0,2812.0,240.0,5997.0,5.0,3923.0,1,39311.0,4712.0,2096.7
145,2,3,,100000,1,2514815,72,,0,0,9,2.0,16.0,,1,200000,1.0,1,0,2,1,0,14430,2,70,0.0,2,0.9975,1,11254.1426,3.0,672.0,90.0,1264.0,5.0,3728.0,1,509612.4426,5358.0,879.7
146,1,3,13.0,1000,1,2514835,39,,1,0,9,,3.0,,1,.,,2,0,1,1,0,12424,3,.,0.0,0,0.7996,0,16643.0,3.0,735.0,48.0,5265.0,5.0,6728.0,2,193836.0,8589.0,144.0
147,2,4,39.0,14800,1,2514845,57,,0,5200,9,1.0,8.0,,1,.,1.0,1,0,2,2,0,15989,2,65,0.0,1,0.7108,0,7645.9501,2.0,390.0,195.0,1509.0,5.0,1910.0,1,133174.2501,450.0,849.7
148,1,2,48.0,0,1,2514875,36,,0,0,3,,11.0,,1,.,,1,0,3,2,2,19243,1,.,0.0,0,0.1316,1,5085.7501,3.0,0.0,150.0,3045.0,5.0,2360.0,8,26614.750099999997,1204.0,0.0
149,5,4,13.0,70000,5,2514895,66,,0,0,9,1.0,1.0,1.0,1,810000,1.0,1,0,2,2,0,14430,3,67,0.0,2,0.956,2,19531.4426,3.0,850.0,174.0,6499.0,5.0,8077.0,1,536549.4426,3930.0,1232.0
150,1,3,12.0,0,8,2514905,49,1.0,0,0,3,,,,0,.,,1,0,2,1,0,15989,2,.,0.0,0,0.1352,0,3710.0,3.0,369.0,366.0,1101.0,5.0,0.0,1,13787.0,4900.0,0.0
151,2,3,48.0,10000,1,2514925,58,1.0,1,0,9,2.0,1.0,,1,.,1.0,1,0,2,1,0,15989,2,56,0.0,0,0.8108,1,11776.25,3.0,515.0,426.0,2640.0,5.0,3712.0,1,139694.25,5963.0,525.0
152,3,4,12.0,0,2,2514935,50,1.0,0,0,8,2.0,15.0,10.0,2,.,1.0,1,0,5,1,3,28496,2,46,0.0,0,0.5672,0,12877.9999,3.0,343.0,350.0,3107.75,5.0,5032.0,1,110244.2499,13124.0,0.0
153,1,3,18.0,.,1,2514955,58,1.0,0,0,7,,6.0,,1,.,,1,0,1,2,0,12424,2,.,0.0,0,0.4619,1,11411.7499,2.0,1202.0,309.0,4223.0,5.0,2920.0,1,83793.7499,5531.0,1440.0
154,2,2,,0,7,2514965,23,1.0,0,0,6,,,,1,.,,1,0,3,2,1,19219,2,.,0.0,0,0.3433,0,9964.75,3.0,199.0,270.0,3241.0,5.0,5884.0,4,60573.75,7440.0,0.0
155,5,3,42.0,.,8,2514975,65,,0,0,9,1.0,,,0,.,1.0,1,0,2,2,0,14430,2,67,0.0,2,0.3698,2,67166.15,1.0,3012.0,465.0,6668.0,5.0,11556.0,1,32318.0,103924.0,1787.4
156,3,2,,5000,2,2514985,38,,0,0,6,2.0,10.0,7.0,2,.,1.0,1,0,3,1,1,19219,1,37,0.0,0,0.3581,0,6743.05,3.0,1477.0,0.0,1612.5,5.0,3314.0,1,62773.3,1374.0,1079.0
157,2,3,36.0,23000,2,2514995,52,,1,0,9,2.0,3.0,3.0,2,120000,6.0,1,0,2,1,0,15989,1,65,0.0,1,0.9122,2,16283.7501,1.0,1158.0,589.0,3871.0,6.0,3744.0,1,273643.7501,768.0,314.0
158,3,5,55.0,.,2,2515005,57,,2,0,9,2.0,3.0,2.0,2,.,1.0,1,0,2,1,0,15989,2,56,0.0,0,0.9895,0,17476.7927,2.0,0.0,750.0,6231.0,5.0,9300.0,1,453618.7927,3547.0,650.0
159,3,3,27.0,86000,2,2515025,46,,0,0,9,2.0,15.0,1.0,2,87000,1.0,1,0,4,1,2,24219,2,47,0.0,0,0.959,0,22524.9999,2.0,2301.0,129.0,5196.25,5.0,8942.0,1,366296.7499,13586.0,702.0
160,3,4,48.0,0,2,2515035,42,1.0,0,0,7,2.0,15.0,5.0,2,.,1.0,1,0,2,1,0,15989,2,43,0.0,0,0.5212,0,13136.4,3.0,0.0,405.0,6101.0,5.0,3226.0,1,96908.4,4402.0,0.0
161,1,1,6.0,0,7,2515045,40,,0,0,3,,,,1,.,,1,0,2,2,0,15989,1,.,0.0,0,.,0,3441.95,4.0,12.0,120.0,1803.0,6.0,1920.0,8,396.95,1140.0,0.0
162,4,3,51.0,4000,2,2515055,39,,1,10000,9,2.0,2.0,3.0,2,115000,4.0,4,0,3,1,1,19219,3,39,0.0,0,0.9811,3,31516.4425,3.0,1184.0,480.0,9313.5,5.0,8648.0,1,552605.4425,12309.0,1667.0
163,2,1,34.0,0,2,2515075,34,,0,0,9,2.0,3.0,3.0,2,.,1.0,1,0,3,1,1,19219,1,39,0.0,0,0.8225,2,14619.4426,1.0,1326.0,375.0,2424.0,6.0,7230.0,6,208031.4426,8698.0,0.0
164,2,3,32.0,45000,1,2515115,35,,1,0,9,2.0,3.0,,1,.,4.0,4,0,4,1,2,24219,2,33,0.0,0,0.8872,1,24997.5,4.0,1122.0,360.0,13246.0,5.0,6144.0,1,252215.5,6540.0,1740.0
165,0,1,34.0,0,8,2515125,30,,0,0,3,,,,0,.,,2,0,4,1,2,24219,1,.,0.0,0,0.1002,0,4966.0,1.0,195.0,300.0,3975.0,0.0,1316.0,7,11359.0,0.0,0.0
166,2,3,17.0,16000,8,2515145,75,,1,0,7,1.0,,,0,.,1.0,1,0,2,2,0,14430,2,80,0.0,2,0.4531,1,15487.4,2.0,358.0,316.0,6064.0,5.0,3709.0,1,40070.0,2480.0,3411.4
167,1,4,27.0,7500,4,2515155,32,,1,0,6,,3.0,,2,.,,1,0,2,1,0,15989,1,.,0.0,0,0.4212,1,8643.25,2.0,220.0,120.0,2802.0,0.0,5402.0,1,64593.25,1836.0,100.0
168,2,2,,0,8,2515205,62,,0,0,4,,,,0,.,,1,0,1,1,0,12424,1,.,0.0,0,0.2041,0,3233.45,3.0,141.0,241.0,889.75,0.0,930.0,1,18587.0,1800.0,634.7
169,0,1,42.0,.,2,2515225,38,,0,0,9,2.0,10.0,3.0,2,.,1.0,1,0,5,1,1,30135,1,38,0.0,0,.,0,9501.0499,1.0,336.0,654.0,5570.0,0.0,2860.0,1,1715.0499,1350.0,0.0
170,2,3,53.0,0,2,2515285,53,,1,0,9,1.0,4.0,10.0,2,.,2.0,4,0,4,2,0,24631,2,76,0.0,3,0.7872,1,18854.45,4.0,73.0,599.0,4780.5,0.0,6840.0,2,167995.05,6120.0,2372.4
171,3,4,36.0,0,8,2515295,76,,0,0,9,2.0,,,0,.,1.0,1,0,2,1,0,14430,2,76,0.0,2,0.8295,0,52673.4,1.0,1768.0,593.0,2423.0,5.0,5390.0,1,103894.0,74281.0,1206.4
172,1,3,23.0,.,8,2515325,79,,0,0,6,2.0,,,0,.,1.0,1,0,2,1,0,14430,1,73,0.0,2,.,1,4975.4,1.0,0.0,126.0,1943.0,0.0,2316.0,1,2902.0,2657.0,695.4
173,1,3,36.0,.,8,2515345,73,,0,0,1,,,,0,.,,1,0,3,2,1,19219,2,.,0.0,1,0.0297,1,13417.7,1.0,435.0,228.0,9028.0,6.0,4910.0,9,3152.0,1732.0,359.7
174,6,.,51.0,8000,2,2515355,47,,.,0,9,2.0,6.0,4.0,2,.,2.0,2,0,2,1,0,15989,.,44,0.0,0,0.7254,1,8224.8001,3.0,450.0,315.0,2030.0,5.0,2390.0,1,159591.8001,3325.0,200.0
175,3,4,39.0,39000,2,2515375,62,,0,0,8,1.0,2.0,1.0,2,.,1.0,1,0,2,2,0,15989,3,56,0.0,0,0.5449,2,10738.4999,2.0,350.0,165.0,2698.0,5.0,2450.0,1,102661.4999,4007.0,-535.0
176,2,2,55.0,400,1,2515395,49,,0,0,8,,1.0,,1,.,,1,0,1,2,0,12424,1,.,0.0,0,0.6129,1,8676.5,2.0,721.0,386.0,2651.0,5.0,1683.0,1,121147.5,3851.0,290.0
177,0,3,6.0,.,1,2515415,49,,0,0,9,2.0,3.0,3.0,1,.,1.0,1,0,2,1,0,15989,2,49,0.0,0,0.9674,0,11236.4426,4.0,663.0,147.0,2980.0,5.0,4892.0,1,302654.4426,3630.0,0.0
178,2,4,39.0,0,8,2515475,87,,1,0,6,2.0,,,0,.,1.0,1,0,2,1,0,14430,2,80,0.0,2,0.406,2,11381.4,2.0,300.0,189.0,2457.0,5.0,3188.0,1,35010.0,2818.0,1562.4
179,1,3,42.0,8500,1,2515495,22,,1,0,5,,10.0,,1,.,,1,0,1,1,0,12424,1,.,0.0,0,0.2827,1,11339.0001,1.0,1485.0,120.0,2885.75,5.0,5180.0,1,50478.250100000005,1350.0,0.0
180,2,4,48.0,.,5,2515525,60,,1,0,9,1.0,,3.0,1,.,1.0,1,0,2,2,0,15989,3,65,0.0,1,0.0177,1,46997.7,3.0,2197.0,435.0,10803.0,5.0,14420.0,1,3731.75,14670.0,2279.7
181,2,3,6.0,.,2,2515565,32,,0,0,8,2.0,7.0,3.0,2,.,1.0,1,0,4,1,2,24219,1,31,0.0,0,0.6345,2,12069.0001,4.0,240.0,705.0,5280.0,6.0,3000.0,1,127655.0001,8319.0,210.0
182,1,2,47.0,0,4,2515575,63,,0,0,8,,4.0,,2,.,,1,0,2,2,0,15989,2,.,0.0,0,0.5552,0,6319.05,3.0,675.0,369.0,1896.0,5.0,1300.0,9,90892.3,4134.0,90.0
183,3,3,25.0,6000,6,2515605,63,1.0,1,0,9,2.0,,1.0,2,.,1.0,1,0,3,1,0,18680,2,65,0.0,1,0.8406,2,22289.4001,1.0,2123.0,420.0,5955.0,5.0,9432.0,3,205311.0001,11325.0,2577.4
184,2,3,6.0,0,3,2515625,48,,0,0,7,1.0,10.0,10.0,5,.,1.0,1,0,5,2,0,29705,1,50,0.0,0,0.5016,0,8987.95,4.0,135.0,375.0,4371.0,0.0,3000.0,2,91277.2,5045.0,199.0
185,2,3,,.,4,2515635,28,,0,0,8,,4.0,,2,.,,1,0,3,1,0,18680,2,.,0.0,1,.,1,6054.85,3.0,255.0,341.0,1806.25,11.0,2280.0,1,2216.9,2209.0,752.7
186,3,3,,.,8,2515655,67,,0,0,1,,,,0,.,,2,0,2,2,0,14430,2,.,0.0,1,0.031,2,5110.2,3.0,330.0,522.0,1970.5,5.0,3120.0,1,3210.0,1160.0,524.7
187,1,3,34.0,0,8,2515665,70,,1,0,5,,,,0,.,,1,0,2,2,0,14430,1,.,0.0,1,0.2354,1,4175.7,1.0,0.0,669.0,2203.0,5.0,1820.0,1,21215.0,1916.0,299.7
188,2,4,8.0,.,2,2515685,58,,0,0,9,1.0,2.0,1.0,2,.,1.0,1,0,4,2,1,25030,2,64,0.0,0,0.8462,0,9626.2501,4.0,443.0,135.0,1667.0,0.0,5310.0,1,222197.2501,2715.0,1135.0
189,2,3,48.0,.,4,2515715,31,,0,0,9,,3.0,,2,.,,1,0,2,1,0,15989,2,.,0.0,0,.,1,22949.8427,3.0,366.0,609.0,6891.0,5.0,11955.0,1,3048.8427,5250.0,579.0
190,4,4,55.0,.,2,2515765,33,,1,0,9,1.0,1.0,1.0,2,.,1.0,1,0,4,2,2,24219,2,34,0.0,0,0.836,0,13614.2499,2.0,2361.0,207.0,6227.0,5.0,3090.0,1,214431.2499,6201.0,0.0
191,2,3,6.0,0,7,2515795,45,,0,0,5,,,,2,.,,1,0,5,2,1,30135,1,.,0.0,0,.,1,6756.1501,4.0,0.0,0.0,3845.0,0.0,3619.0,5,6717.1501,1865.0,0.0
192,3,3,48.0,0,4,2515805,25,,0,0,9,,4.0,,3,.,,1,0,4,2,0,24631,2,.,0.0,0,0.7797,1,12031.9501,3.0,586.0,681.0,1961.0,5.0,6974.0,9,172319.70010000002,4445.0,539.0
193,3,3,34.0,100,2,2515815,56,,0,0,6,1.0,3.0,10.0,2,.,1.0,1,0,2,2,0,15989,1,46,0.0,0,0.4405,2,14478.0001,1.0,698.0,760.0,4788.0,6.0,4356.0,1,78746.0001,3812.0,0.0
194,1,0,25.0,0,1,2515825,24,,0,0,5,,4.0,,1,.,,1,0,1,2,0,12424,1,.,0.0,0,0.2818,0,5703.2501,1.0,1060.0,0.0,1280.0,0.0,3380.0,8,50478.250100000005,3409.0,0.0
195,2,2,34.0,20000,2,2515835,34,,1,0,7,2.0,6.0,4.0,2,.,1.0,1,0,2,1,0,15989,1,28,0.0,0,0.5198,2,9523.2499,1.0,817.0,441.0,4338.0,0.0,4160.0,3,96918.2499,3050.0,300.0
196,0,3,17.0,.,8,2515865,75,,0,0,3,,,,0,.,,1,0,1,2,0,11452,1,.,0.0,1,0.1174,0,4922.7,2.0,189.0,279.0,3234.0,6.0,1820.0,8,12259.0,90.0,499.7
197,3,4,20.0,0,3,2515875,47,,1,0,9,2.0,1.0,2.0,3,800000,1.0,1,0,4,1,2,24219,3,47,0.0,0,0.4368,2,22158.2499,2.0,2006.0,522.0,5333.0,5.0,9129.0,1,104574.7499,5942.0,1992.0
198,1,1,12.0,3000,1,2515885,72,1.0,1,0,6,,8.0,,1,.,,1,0,1,1,0,11452,1,.,0.0,1,0.4156,1,5286.3501,3.0,308.0,557.0,1375.0,5.0,3568.0,8,48317.6501,2731.0,299.7
199,2,2,55.0,280,4,2515895,31,,1,0,9,,7.0,,2,61150,,1,0,2,1,0,15989,1,.,0.0,0,0.7595,1,15602.8499,2.0,1407.0,372.0,5267.0,5.0,3081.0,3,172021.3499,6721.0,310.0
200,2,3,12.0,.,5,2515905,62,,0,0,9,1.0,,10.0,1,.,1.0,2,0,2,2,0,15989,2,63,0.0,0,.,2,12845.4426,3.0,973.0,240.0,5128.0,5.0,3278.0,1,2654.4426,5730.0,800.0
201,1,3,9.0,0,1,2515915,87,,1,0,7,,3.0,,1,.,,1,0,1,1,0,11452,2,.,0.0,1,0.2147,1,10702.95,1.0,0.0,257.0,5887.0,0.0,1782.0,1,20186.25,4800.0,530.7
202,4,3,42.0,0,4,2515925,49,,0,0,6,,13.0,,2,.,,1,0,2,1,0,15989,1,.,0.0,0,0.409,1,5372.7999,1.0,132.0,432.0,2659.0,6.0,1048.0,1,71038.7999,1938.0,0.0
203,2,2,25.0,.,1,2515955,56,,0,0,8,1.0,10.0,,1,.,1.0,1,0,2,2,0,15989,1,55,0.0,0,0.5596,0,10402.2001,1.0,533.0,615.0,3685.5,6.0,3588.0,1,91002.7501,5226.0,867.7
204,3,5,6.0,200,7,2515985,55,,0,0,1,,,,1,.,,4,0,4,2,1,25030,3,.,0.0,0,0.0186,2,3610.3501,4.0,20.0,0.0,1327.0,0.0,3120.0,1,4039.3501,1588.0,95.0
205,3,3,53.0,.,2,2516015,40,,0,0,8,1.0,13.0,1.0,2,.,1.0,1,0,4,2,2,24219,2,43,0.0,0,0.5961,0,12772.6999,4.0,636.0,850.0,3947.0,0.0,7861.0,1,115170.1999,7763.0,160.0
206,0,3,1.0,0,1,2516025,25,,0,0,4,,10.0,,1,.,,1,0,2,2,1,16460,2,.,0.0,0,0.1538,0,8889.0001,3.0,1558.0,80.0,1620.0,5.0,6830.0,2,30287.000099999997,3740.0,525.0
207,2,3,,2609,1,2516055,39,,1,0,6,2.0,3.0,,1,.,1.0,1,0,4,1,2,24219,2,39,0.0,0,0.262,1,8014.5501,2.0,216.0,225.0,2038.0,5.0,2852.0,1,49028.3001,1578.0,1177.0
208,1,1,6.0,.,8,2516065,82,1.0,0,0,7,,,,0,.,,1,0,1,2,0,11452,1,.,0.0,1,0.5117,1,11502.7,4.0,150.0,522.0,9103.0,5.0,869.0,7,46591.0,1350.0,856.7
209,0,2,1.0,1000,1,2516085,20,1.0,0,0,4,,7.0,,1,.,,1,0,1,2,0,12424,1,.,0.0,0,0.169,0,7723.0,3.0,883.0,0.0,3309.0,5.0,2486.0,8,32306.0,1950.0,0.0
210,1,3,6.0,.,2,2516125,29,,0,0,8,1.0,10.0,7.0,2,.,1.0,1,0,4,2,2,24219,2,30,0.0,0,0.6565,1,18980.6501,4.0,1966.0,60.0,10967.0,5.0,4395.0,1,124310.6501,6117.0,208.0
211,2,4,,0,1,2516145,60,,0,0,8,,1.0,,1,.,,1,0,3,2,0,18680,2,.,0.0,2,0.6411,1,7821.4501,3.0,210.0,582.0,1846.0,5.0,3423.0,9,108492.7501,6031.0,425.7
212,0,1,53.0,0,1,2516155,24,1.0,0,0,4,,5.0,,1,.,,2,0,1,2,0,12424,1,.,0.0,0,0.2024,0,3205.8001,4.0,0.0,192.0,2430.0,0.0,494.0,6,25572.8001,900.0,96.0
213,1,2,12.0,0,1,2516175,49,,0,0,7,2.0,10.0,,1,.,1.0,1,0,3,1,1,19219,1,48,0.0,0,0.0611,1,7439.4426,3.0,0.0,0.0,3285.0,5.0,2340.0,5,18654.442600000002,960.0,0.0
214,1,.,17.0,.,8,2516215,75,,.,0,5,,,,0,.,,1,0,1,2,0,11452,.,.,0.0,1,.,1,4913.7,2.0,0.0,128.0,1898.0,0.0,1466.0,1,0.0,1800.0,845.7
215,2,6,25.0,.,6,2516235,60,1.0,0,0,5,2.0,,10.0,2,.,1.0,1,0,3,1,0,18680,3,57,0.0,0,0.2469,1,20830.7499,1.0,882.0,735.0,5744.0,6.0,6739.0,1,45389.999899999995,16402.0,1002.0
216,1,2,42.0,3200,1,2516255,31,1.0,1,0,8,,1.0,,1,.,,2,0,2,2,1,16460,1,.,0.0,0,0.5902,1,10611.25,1.0,407.0,328.0,5368.0,5.0,3856.0,8,107056.25,2230.0,624.0
217,0,3,48.0,0,1,2516285,41,,0,0,8,,10.0,,1,.,,1,0,1,1,0,12424,2,.,0.0,0,0.5338,0,11487.5,3.0,743.0,480.0,4619.0,5.0,2816.0,1,51912.5,9.0,83.0
218,1,4,48.0,45000,1,2516335,69,1.0,1,1400,9,,2.0,,1,147000,,1,0,1,2,0,11452,1,.,0.0,1,0.7606,0,14298.4501,3.0,437.0,20.0,2048.0,5.0,5702.0,1,161114.2501,1153.0,605.7
219,1,4,17.0,.,1,2516355,40,,1,0,7,2.0,10.0,,1,.,4.0,2,0,4,1,2,24219,2,40,0.0,0,.,1,11389.9499,2.0,840.0,360.0,6739.0,5.0,4842.0,1,836.9499,1956.0,0.0
220,1,5,6.0,.,4,2516375,31,,0,0,9,,2.0,,3,.,,1,0,7,1,2,38704,2,.,0.0,0,.,0,10294.9999,4.0,0.0,150.0,4895.0,6.0,5034.0,1,1635.9999,2250.0,0.0
221,0,1,6.0,615,8,2516435,55,1.0,0,0,4,2.0,,,0,.,1.0,1,0,2,1,0,15989,1,52,0.0,0,0.2144,0,3400.0,4.0,252.0,105.0,1505.0,6.0,2617.0,8,19451.0,96.0,0.0
222,0,2,12.0,0,8,2516445,57,,0,0,3,,,,0,.,,1,0,1,1,0,12424,1,.,0.0,0,0.0895,0,2055.0,3.0,267.0,336.0,1143.0,6.0,650.0,8,10307.0,0.0,300.0
223,1,2,24.0,1000,1,2516475,78,1.0,0,0,5,,4.0,,1,.,,1,0,1,1,0,11452,1,.,0.0,1,0.2594,1,5843.7001,3.0,1708.0,80.0,1572.0,5.0,2730.0,8,31113.0001,3138.0,363.7
224,1,3,21.0,0,1,2516485,36,1.0,1,2000,9,,1.0,,1,.,,1,1,2,2,1,16460,2,.,0.0,0,0.747,1,14425.5001,3.0,1000.0,501.0,6976.0,5.0,1760.0,8,170106.5001,4600.0,1413.0
225,2,3,31.0,5000,1,2516495,58,,0,0,8,,11.0,,1,5000,,1,0,2,2,0,15989,2,.,0.0,1,0.605,0,12070.9499,2.0,2523.0,402.0,2643.0,5.0,3227.0,9,100363.2499,1262.0,2537.7
226,1,1,13.0,.,1,2516515,38,,0,0,7,,5.0,,1,.,,1,0,2,1,1,16460,1,.,0.0,0,.,0,5318.9,3.0,0.0,207.0,2457.0,5.0,2600.0,5,771.9,1580.0,210.0
227,2,5,36.0,.,5,2516545,66,,1,0,9,1.0,,3.0,1,.,6.0,1,0,3,2,1,19219,4,57,0.0,1,.,1,39655.1426,1.0,996.0,120.0,8371.0,5.0,3775.0,1,3913.4426,25152.0,2679.7
